时间,价格(usd),成交额,市值
"2021-02-19 00:00","1.0005355022","21177788.4919361547","2074760917.0703940392",
"2021-02-18 00:00","1.0000607426","22450506.0718668289","2073776431.5171325207",
"2021-02-17 00:00","1.0011584004","27972734.7581054308","2076052590.1901187897",
"2021-02-16 00:00","1.0008077777","31451345.8835443445","2075325521.1717855930",
"2021-02-15 00:00","0.9997657717","46161508.0868691355","2073164764.9392614365",
"2021-02-14 00:00","1.0024386524","31370291.7412275113","2077574466.0491247177",
"2021-02-13 00:00","1.0018245457","40714997.4727235958","2044430666.0198295116",
"2021-02-12 00:00","0.9998484044","35700220.0034212023","2030495822.4284219742",
"2021-02-11 00:00","1.0015757205","30004456.9520897046","1968412305.5561232567",
"2021-02-10 00:00","0.9994056153","34269530.1149154827","1949879712.2205948830",
"2021-02-09 00:00","0.9986680873","38779047.8183740154","1898821942.9845950603",
"2021-02-08 00:00","1.0004950168","29639377.0264866054","1805540581.8817722797",
"2021-02-07 00:00","1.0024392110","25881010.8289012909","1835477879.8299536705",
"2021-02-06 00:00","1.0006074417","27532610.8310493194","1767524577.5566821098",
"2021-02-05 00:00","0.9998057953","25705055.6706598401","1766108508.0746793747",
"2021-02-04 00:00","1.0000674895","25493598.7252722159","1717253660.7623140812",
"2021-02-03 00:00","0.9987908758","16016595.8440532517","1715061539.0439612865",
"2021-02-02 00:00","0.9984818382","19369829.3563682251","1668253753.6378469467",
"2021-02-01 00:00","1.0022469816","17257502.9097732566","1658604556.6429471970",
"2021-01-31 00:00","0.9974773466","16350619.4551582690","1654333796.9721250534",
"2021-01-30 00:00","1.0003841446","19895746.8333203755","1617415509.0925664902",
"2021-01-29 00:00","0.9983229343","18900447.9062963091","1614082955.8767106533",
"2021-01-28 00:00","1.0003639365","12990448.4933776055","1606724055.5184915066",
"2021-01-27 00:00","1.0024019969","13902132.0072451234","1576205582.4036211967",
"2021-01-26 00:00","1.0003025860","13948372.1123408340","1572904408.5817046165",
"2021-01-25 00:00","1.0003354592","12477070.0612916071","1531581066.9372944832",
"2021-01-24 00:00","1.0031755199","9036531.2217433732","1484972839.2886004448",
"2021-01-23 00:00","1.0010571708","12470300.2026388664","1448332766.8338732719",
"2021-01-22 00:00","1.0000921300","31295370.7019525133","1407977717.1210715771",
"2021-01-21 00:00","1.0003700749","20359121.7868452668","1408369021.2592959404",
"2021-01-20 00:00","1.0004915676","17819392.1299138032","1404950407.6945519447",
"2021-01-19 00:00","1.0001866585","17359111.5170654655","1402380566.1308562756",
"2021-01-18 00:00","1.0018661508","13731966.2531000879","1417901698.5503985882",
"2021-01-17 00:00","1.0006156779","15615530.5331431627","1416131953.5163869858",
"2021-01-16 00:00","1.0021067611","20143032.5877913311","1418242224.9050774574",
"2021-01-15 00:00","1.0001423007","26881976.2587430626","1415462001.4007658958",
"2021-01-14 00:00","1.0021004337","33664740.2610604689","1374084801.1346287727",
"2021-01-13 00:00","1.0006224538","35273406.9487543702","1350020853.2083728313",
"2021-01-12 00:00","0.9994034314","61687763.1776137948","1357538614.6389596462",
"2021-01-11 00:00","1.0007658830","78330944.7360310107","1337084998.9401829243",
"2021-01-10 00:00","1.0005093845","28862379.2898875810","1397920426.6707270145",
"2021-01-09 00:00","1.0016741884","32358924.2127098665","1403580451.5491607189",
"2021-01-08 00:00","0.9976707860","42969832.3444869965","1359420759.3364169598",
"2021-01-07 00:00","1.0002980401","53304005.5753750056","1315401489.0457105637",
"2021-01-06 00:00","1.0006469351","42708749.8308640793","1324782043.5525455475",
"2021-01-05 00:00","1.0001545989","30686638.3755091839","1315591471.8545796871",
"2021-01-04 00:00","1.0031264184","35965883.8388306499","1235295586.8762493134",
"2021-01-03 00:00","1.0019220535","33329015.9584536105","1177525394.7136979103",
"2021-01-02 00:00","0.9994244946","23831561.6109330244","1218893042.6163516045",
"2021-01-01 00:00","1.0045749611","18473183.8720428571","1168391903.3840849400",
"2020-12-31 00:00","1.0033835754","22319727.2524659708","1155809137.4706223011",
"2020-12-30 00:00","1.0030748810","23726495.1527746618","1134731001.4851474762",
"2020-12-29 00:00","1.0043779526","25737708.2639893442","1108452000.4245057106",
"2020-12-28 00:00","1.0038750081","22664197.4370575882","1107896940.5548474789",
"2020-12-27 00:00","1.0047355633","25682079.1903828271","1121572504.9004652500",
"2020-12-26 00:00","1.0029197925","18824698.8832022734","1119545584.9475374222",
"2020-12-25 00:00","1.0031799874","20915112.7028002590","1119246094.3548724651",
"2020-12-24 00:00","1.0026342748","25554377.2347202338","1118530853.1914391518",
"2020-12-23 00:00","1.0019062593","21704505.9988371208","1120239277.4220335484",
"2020-12-22 00:00","1.0016001292","19352309.8373633660","1127801017.6039037704",
"2020-12-21 00:00","0.9989609267","23663686.9254540652","1123803431.7127838135",
"2020-12-20 00:00","1.0020830673","20832993.9891688451","1132803042.0114300251",
"2020-12-19 00:00","1.0001780408","19686078.0815218985","1124292825.2536308765",
"2020-12-18 00:00","1.0009704070","25311466.2661366016","1127179951.7921111584",
"2020-12-17 00:00","1.0018734345","26593222.8132435307","1121410171.8383338451",
"2020-12-16 00:00","1.0038336416","17840023.6654369161","1100524490.8530595303",
"2020-12-15 00:00","1.0017814042","16878573.2803405300","1095348813.9278376102",
"2020-12-14 00:00","1.0020390123","14866603.4458101355","1094676290.8923764229",
"2020-12-13 00:00","1.0022175903","12793164.5055998228","1098518924.0294873714",
"2020-12-12 00:00","1.0026468910","14850279.5615740735","1066449661.5868564844",
"2020-12-11 00:00","1.0036391863","17455896.4841250405","1083292641.6439952850",
"2020-12-10 00:00","1.0037581297","17603868.5821630508","1077140144.5898740292",
"2020-12-09 00:00","1.0041027962","41562441.3290280402","1082981743.0305480957",
"2020-12-08 00:00","1.0052877865","32227684.1215066612","1074363547.4583389759",
"2020-12-07 00:00","1.0064685446","30360668.1205872186","1081071969.0993325710",
"2020-12-06 00:00","1.0048813629","37665546.3523397297","1072095783.2350196838",
"2020-12-05 00:00","1.0028944617","40863526.8001371622","1069975982.3127851486",
"2020-12-04 00:00","1.0022251764","39779242.4177915230","1076387381.9715197086",
"2020-12-03 00:00","1.0034795592","37424100.1489639133","1075742332.8739941120",
"2020-12-02 00:00","1.0061170075","38277449.1990342587","1064258253.0630384684",
"2020-12-01 00:00","1.0012553511","43369583.2552258596","1048256860.2566740513",
"2020-11-30 00:00","1.0045745536","38430693.3465941995","1040199444.5703287125",
"2020-11-29 00:00","1.0030289315","33488132.3812295608","1020940174.5343095064",
"2020-11-28 00:00","1.0011878517","22548461.9321139157","1016801270.3399173021",
"2020-11-27 00:00","1.0029194426","33353175.6685407981","1016828028.5939482450",
"2020-11-26 00:00","1.0035516834","41931551.3380087912","1044542946.9962762594",
"2020-11-25 00:00","1.0014018123","30514674.5700360388","1042607073.5219391584",
"2020-11-24 00:00","1.0012127938","31308558.7388110608","1022859895.9733186960",
"2020-11-23 00:00","1.0008332328","25685378.8802291453","1019519388.5997446775",
"2020-11-22 00:00","1.0009385008","27581201.9313959405","1021348784.2131799459",
"2020-11-21 00:00","1.0022369690","26547366.2406180575","997015683.4665280581",
"2020-11-20 00:00","1.0030844949","24472617.1617269516","994394655.8195644617",
"2020-11-19 00:00","1.0046784386","23455497.0105912536","1002419270.7144857645",
"2020-11-18 00:00","1.0016802039","26897660.9605063722","1017369270.8086212873",
"2020-11-17 00:00","1.0011275088","7987360.3143232772","1011533441.5560034513",
"2020-11-16 00:00","0.9983815845","9922244.5899093393","1006799201.4837207794",
"2020-11-15 00:00","0.9985762059","5272708.6126794992","1010022113.1196240187",
"2020-11-14 00:00","1.0011846570","6987582.2846829165","1001970183.1673129797",
"2020-11-13 00:00","1.0045631033","8666391.1792457793","999293637.8222334385",
"2020-11-12 00:00","1.0049779043","8531330.4998258390","998382273.9480419159",
"2020-11-11 00:00","1.0062575715","6072566.8580292631","969084890.4609042406",
"2020-11-10 00:00","1.0062353302","9525643.1617664732","963819526.4951155186",
"2020-11-09 00:00","1.0065210140","10116935.8132665344","959816605.4993987083",
"2020-11-08 00:00","1.0056045852","9575874.2875456624","958208035.6334531307",
"2020-11-07 00:00","1.0106587836","8137182.9456723025","960103674.5984345675",
"2020-11-06 00:00","1.0075468025","9188677.1717552543","955713903.7673137188",
"2020-11-05 00:00","1.0056711748","9168796.2048451658","949979061.4655179977",
"2020-11-04 00:00","1.0055606872","8227819.1137495078","956297440.1503280401",
"2020-11-03 00:00","1.0095431337","7948247.6118729692","952638548.2495396137",
"2020-11-02 00:00","1.0051162252","8072019.3490964342","940646459.3053652048",
"2020-11-01 00:00","1.0018985310","6131447.5282626050","935930024.2096539736",
"2020-10-31 00:00","1.0044769869","7209282.5954989623","930960797.6462953091",
"2020-10-30 00:00","1.0029579007","8220454.3405726301","940180046.1406768560",
"2020-10-29 00:00","1.0038967504","8578731.8105249070","944152916.5713765621",
"2020-10-28 00:00","1.0055546235","11274837.4237435758","951467613.5936335325",
"2020-10-27 00:00","1.0080176368","9606603.8860870413","941826603.3315916061",
"2020-10-26 00:00","1.0024383790","8140833.4346849602","938335473.9757845402",
"2020-10-25 00:00","1.0023717705","7995904.6136785699","937675978.4388231039",
"2020-10-24 00:00","1.0042233314","6099884.3305353336","939408034.5294562578",
"2020-10-23 00:00","1.0046845393","7980063.9060915774","912180437.6544798613",
"2020-10-22 00:00","1.0030900473","9459590.3706819862","910732754.9854242802",
"2020-10-21 00:00","1.0080510588","8836766.9089289475","915236992.3668706417",
"2020-10-20 00:00","1.0032958820","4774088.8821386099","906515546.0114986897",
"2020-10-19 00:00","1.0088717963","3943514.6146103139","912536042.0895826817",
"2020-10-18 00:00","1.0063365147","4269209.3320851512","908268900.3385256529",
"2020-10-17 00:00","1.0075926816","3950105.7891583932","912670881.7392468452",
"2020-10-16 00:00","1.0083462158","4117449.0383002940","916551324.4104821682",
"2020-10-15 00:00","1.0101907698","3611748.5631349469","921857930.4928840399",
"2020-10-14 00:00","1.0085183449","4222860.5829841914","936811206.4923968315",
"2020-10-13 00:00","1.0108081798","4289718.8748725159","918476142.9254267216",
"2020-10-12 00:00","1.0098288984","2744135.1133582564","915209889.3922991753",
"2020-10-11 00:00","1.0101916576","2088278.6474115672","894787216.1124988794",
"2020-10-10 00:00","1.0102380611","2847058.5012701531","894828318.4890881777",
"2020-10-09 00:00","1.0116109340","2238057.8996909601","878370468.0744929314",
"2020-10-08 00:00","1.0118824489","1806729.1937797812","877082715.9603917599",
"2020-10-07 00:00","1.0101324772","2525924.8687293921","878400259.0802530050",
"2020-10-06 00:00","1.0107632182","2006712.6450872244","868343970.6913154125",
"2020-10-05 00:00","1.0106396803","1615325.5546694731","870219977.5060755014",
"2020-10-04 00:00","1.0113751935","1648095.6279704671","876181638.1632498503",
"2020-10-03 00:00","1.0093209430","2387764.6656160005","877196075.3730374575",
"2020-10-02 00:00","1.0095183961","5209811.8955190582","879900732.9701360464",
"2020-10-01 00:00","1.0085293997","3596679.6127257938","903385943.9540601969",
"2020-09-30 00:00","1.0109623466","2210828.7316288110","911489233.0019855499",
"2020-09-29 00:00","1.0104111867","2729190.2071476677","914579312.4492748976",
"2020-09-28 00:00","1.0107091729","2318437.6053599305","930427941.7873712778",
"2020-09-27 00:00","1.0109701880","3598816.7404304873","929105720.2484400272",
"2020-09-26 00:00","1.0111108858","2649264.2248781119","906695558.0491534472",
"2020-09-25 00:00","1.0109976353","3696089.2469333243","901500744.9124430418",
"2020-09-24 00:00","1.0140775285","4117879.7830089871","896867653.4290150404",
"2020-09-23 00:00","1.0118954256","2906683.5329457009","852025132.2552958727",
"2020-09-22 00:00","1.0114332646","3991887.3156578895","837546096.7755842209",
"2020-09-21 00:00","1.0114630133","5232075.7016411638","810958399.1154301167",
"2020-09-20 00:00","1.0108906823","3089254.5149464095","786878586.0955629349",
"2020-09-19 00:00","1.0127285571","5908369.5474278284","691581962.5643221140",
"2020-09-18 00:00","1.0206347942","5129261.5371378353","639683991.9520617723",
"2020-09-17 00:00","1.0161510904","4169060.1775945765","579512168.3177657127",
"2020-09-16 00:00","1.0131997600","5696974.1461356059","610040064.3908724785",
"2020-09-15 00:00","1.0235239678","6194151.6079735234","485201339.0377089977",
"2020-09-14 00:00","1.0372039754","5987241.4391996646","479843477.0607818961",
"2020-09-13 00:00","1.0201986527","3065001.2716683219","468762928.7392236590",
"2020-09-12 00:00","1.0313650308","4235287.8866068069","462593723.0923322439",
"2020-09-11 00:00","1.0301857908","5238407.6224758439","447139961.7769136429",
"2020-09-10 00:00","1.0308860550","4975226.3946557296","441978539.3318549395",
"2020-09-09 00:00","1.0190223812","3298668.5345194624","435942864.9232985377",
"2020-09-08 00:00","1.0267532129","4460143.8155374601","434549342.0973407030",
"2020-09-07 00:00","1.0202740363","5645234.6204436095","432282347.8848322034",
"2020-09-06 00:00","1.0181328091","15500084.1616548933","441800269.5486019254",
"2020-09-05 00:00","1.0182469268","8789376.3945352733","475471040.7034716606",
"2020-09-04 00:00","1.0193220408","13004577.2953125723","498678407.7860268354",
"2020-09-03 00:00","1.0051755021","6641787.3611082435","513402605.3898182511",
"2020-09-02 00:00","1.0080580599","8716555.7100083400","480094867.4313750863",
"2020-09-01 00:00","1.0167201631","7237931.4801840847","452538989.5447849631",
"2020-08-31 00:00","1.0143383697","4765797.7693923442","446679940.4251741171",
"2020-08-30 00:00","1.0133750558","5654861.8271318795","446181451.0538281798",
"2020-08-29 00:00","1.0134339295","4271999.4053841587","448101187.7745063901",
"2020-08-28 00:00","1.0133893322","5675606.9980775351","450628937.4020742774",
"2020-08-27 00:00","1.0170777617","4491276.0059175082","450796793.7537530661",
"2020-08-26 00:00","1.0109828160","7512503.2200500201","450200813.3818957806",
"2020-08-25 00:00","1.0136919714","5636711.8719689595","452479545.9730249643",
"2020-08-24 00:00","1.0140425754","3711805.5593277891","447692754.5217679739",
"2020-08-23 00:00","1.0080533466","4555720.2060994264","444455904.8969111443",
"2020-08-22 00:00","1.0054812997","8236269.7890795907","436423337.9481545091",
"2020-08-21 00:00","1.0069420938","9914499.7635270394","434242744.8240422010",
"2020-08-20 00:00","1.0026856619","5056055.9998206031","426655523.8284373283",
"2020-08-19 00:00","1.0014884036","8432481.5820307229","426482877.6639841199",
"2020-08-18 00:00","1.0038287680","7165661.5164870350","426900131.7009708881",
"2020-08-17 00:00","1.0043887388","5791721.5018291902","422645576.9585086703",
"2020-08-16 00:00","1.0083643441","5804318.4510913435","415777888.5939912200",
"2020-08-15 00:00","1.0079415113","4318915.2746675052","415575457.0251387358",
"2020-08-14 00:00","1.0075681380","9224099.4443619400","426445465.9404298067",
"2020-08-13 00:00","1.0242637391","6425347.2667831872","430694892.9325990081",
"2020-08-12 00:00","1.0187811782","12305765.7777978331","427970759.7964261174",
"2020-08-11 00:00","1.0176331341","8119575.3527292544","422281413.7881769538",
"2020-08-10 00:00","1.0144625165","5518945.7222213382","413363732.6995131373",
"2020-08-09 00:00","1.0154206266","5110394.7696499033","384404587.4743189812",
"2020-08-08 00:00","1.0147818626","5230523.5674948795","379604126.7486948371",
"2020-08-07 00:00","1.0164757813","3878055.9746629759","380104782.7817012668",
"2020-08-06 00:00","1.0123418845","3990474.3912462560","386881122.9235824347",
"2020-08-05 00:00","1.0149451995","3420181.7664195723","384446916.4486196041",
"2020-08-04 00:00","1.0163757565","5901100.6989040468","374737981.3727951050",
"2020-08-03 00:00","1.0114035386","4963480.9443988325","362970218.9354806542",
"2020-08-02 00:00","1.0172488184","10564485.3788795583","372704180.4019393325",
"2020-08-01 00:00","1.0198570041","7041738.8435820453","370872607.5138356686",
"2020-07-31 00:00","1.0200383841","12359601.2315216139","336960539.7697586417",
"2020-07-30 00:00","1.0277233860","7584036.6260379404","354755857.1913940907",
"2020-07-29 00:00","1.0326229405","7248068.6432211176","296957528.2516357303",
"2020-07-28 00:00","1.0226301046","6624627.9145543473","290481178.2271816730",
"2020-07-27 00:00","1.0114190014","4530436.1573820189","266064535.3580065668",
"2020-07-26 00:00","1.0111772777","6391699.1592651522","255174251.6035909951",
"2020-07-25 00:00","1.0056954626","7256028.4979004748","273033024.4276741743",
"2020-07-24 00:00","1.0344761796","6055861.6729409555","248257872.1184656918",
"2020-07-23 00:00","1.0277629059","3387803.6380815348","242727866.5619421005",
"2020-07-22 00:00","1.0210038164","2314708.0110543645","226234489.7351653576",
"2020-07-21 00:00","1.0134240698","2746998.3694414040","220476604.8777970076",
"2020-07-20 00:00","1.0092803477","1903091.8019194067","220726190.1022970080",
"2020-07-19 00:00","1.0130719853","1626913.5527078374","210143825.9534593225",
"2020-07-18 00:00","1.0125740139","1719844.0448675300","207466510.0886630714",
"2020-07-17 00:00","1.0124567296","1712214.7547656887","200648300.5078176260",
"2020-07-16 00:00","1.0141998686","2234353.2418195531","200694633.9869040549",
"2020-07-15 00:00","1.0100839188","1847832.6348178550","197982911.7506900430",
"2020-07-14 00:00","1.0155967213","2595303.6636863016","196058017.8664818406",
"2020-07-13 00:00","1.0125972956","3432885.2072861074","192736073.0095295310",
"2020-07-12 00:00","1.0177935990","2064344.2437001190","200668438.1637839675",
"2020-07-11 00:00","1.0224425837","2057271.5325687646","192881693.7295486629",
"2020-07-10 00:00","1.0187201558","2314964.4496632111","189111635.2687192261",
"2020-07-09 00:00","1.0177456431","4005126.9931958574","188483735.3447622061",
"2020-07-08 00:00","1.0136557127","3134729.5735518457","186382073.6468802392",
"2020-07-07 00:00","1.0118343767","3265522.0223635426","177364390.2460434735",
"2020-07-06 00:00","1.0145499514","2825150.8628941500","176958883.2122041583",
"2020-07-05 00:00","1.0108729515","2870765.2356181727","165590145.0386182070",
"2020-07-04 00:00","1.0172092933","3117148.5519139548","163363277.7883346379",
"2020-07-03 00:00","1.0174692152","5072199.4519514386","129648151.4319090545",
"2020-07-02 00:00","1.0110345290","3346982.4034683467","128828229.6556971669",
"2020-07-01 00:00","1.0120714707","3543107.8382755807","128960359.0379490703",
"2020-06-30 00:00","1.0045882644","2017779.2152696408","128006832.5286427885",
"2020-06-29 00:00","1.0044309517","2814989.0946813077","127986787.3992572129",
"2020-06-28 00:00","1.0029775859","3079317.7703223098","127801596.3502333313",
"2020-06-27 00:00","1.0018249552","2449731.3366822554","127654725.6251846105",
"2020-06-26 00:00","1.0040851786","3361952.8320544693","127942728.2340295017",
"2020-06-25 00:00","1.0043192166","3158930.1304552415","127972549.8663116843",
"2020-06-24 00:00","1.0070091928","3007687.8344013100","128315312.5123935938",
"2020-06-23 00:00","1.0073295011","1027789.0045914549","126404540.3262159079",
"2020-06-22 00:00","1.0075717776","1075649.7164120076","126434942.3381696790",
"2020-06-21 00:00","1.0053619954","565244.3885888926","126157648.2629111409",
"2020-06-20 00:00","1.0097780983","1724113.5254700514","126711802.0551480651",
"2020-06-19 00:00","1.0062339702","1226884.4933105693","126267067.8537144363",
"2020-06-18 00:00","1.0054745109","783413.9532054826","126171767.2510205954",
"2020-06-17 00:00","1.0081757181","956738.9904473471","126510727.6958700716",
"2020-06-16 00:00","1.0049659975","1404455.3014249639","126107956.5540151000",
"2020-06-15 00:00","1.0132627176","10848856.2059484739","127149068.8025027961",
"2020-06-14 00:00","1.0049383249","2807351.4042063192","126104484.0629415959",
"2020-06-13 00:00","0.9999364975","922355.5789751199","125476830.7475960851",
"2020-06-12 00:00","1.0010063977","3489290.5038664769","122050078.7680747211",
"2020-06-11 00:00","1.0010272500","1771123.5910522866","120770222.0367803127",
"2020-06-10 00:00","1.0054906920","1070686.3499113254","121758210.0080151558",
"2020-06-09 00:00","1.0011079241","1323297.6945510381","135048298.9254107177",
"2020-06-08 00:00","1.0003512251","758673.1606240525","132225281.5386839509",
"2020-06-07 00:00","0.9990881243","873304.9766370736","131790621.6846420765",
"2020-06-06 00:00","1.0005124823","642875.6298468730","131815424.0829814821",
"2020-06-05 00:00","1.0024917614","1094733.1024454692","131955392.5875926614",
"2020-06-04 00:00","1.0036277750","1441383.0673058599","122038908.2037050128",
"2020-06-03 00:00","1.0021346880","1724290.1478330633","121611736.6017203927",
"2020-06-02 00:00","1.0046087922","3716117.7557808794","129880820.0742768496",
"2020-06-01 00:00","1.0014730276","1026164.2968897736","122890380.9347347617",
"2020-05-31 00:00","1.0018336173","1528864.4759805435","122611831.2186592370",
"2020-05-30 00:00","1.0011124923","2191984.7027527681","121836098.3403930366",
"2020-05-29 00:00","1.0019244905","1854143.0720869713","120069862.9811641127",
"2020-05-28 00:00","1.0051709129","1136351.7056398634","120392708.9721135646",
"2020-05-27 00:00","1.0038330681","1648381.4909967170","120917214.0044453740",
"2020-05-26 00:00","1.0045144094","1018442.5161931851","121022208.1871544421",
"2020-05-25 00:00","1.0023764304","1672329.6243067670","121054291.0088961124",
"2020-05-24 00:00","1.0010117709","770268.9254049471","123588399.1814263612",
"2020-05-23 00:00","1.0055043602","1113718.6004633657","124521217.0493348092",
"2020-05-22 00:00","1.0011805411","2605251.9860346415","119224063.7625259012",
"2020-05-21 00:00","1.0035197986","2159171.0788533515","119879184.0499952435",
"2020-05-20 00:00","1.0009984905","786252.2238977511","114277753.8780002743",
"2020-05-19 00:00","1.0034631756","1012535.6503665388","113591804.8480813503",
"2020-05-18 00:00","1.0052204870","1318651.7359098776","110825952.9437614977",
"2020-05-17 00:00","1.0090872613","930634.2553499850","110617761.4869801104",
"2020-05-16 00:00","1.0068949246","1272309.9309846896","109845586.0769271404",
"2020-05-15 00:00","1.0082177072","1456356.6503460475","108812948.8006529361",
"2020-05-14 00:00","1.0060344134","1659631.7250978451","108407751.4341730475",
"2020-05-13 00:00","1.0052939619","1113860.8096107817","108621194.2312528789",
"2020-05-12 00:00","1.0062184766","1987645.6208244278","109400936.9537438005",
"2020-05-11 00:00","1.0027587934","2788969.4307171665","109044277.9818200469",
"2020-05-10 00:00","1.0035179513","3432013.1970362393","112378583.0105652213",
"2020-05-09 00:00","1.0071749912","1946244.5405673832","112301288.1533796042",
"2020-05-08 00:00","1.0027145374","2266103.5194896930","111357712.1261968613",
"2020-05-07 00:00","1.0048109876","965143.5380902860","111534177.9366473258",
"2020-05-06 00:00","1.0042686210","1015854.4409406179","112140241.2518529594",
"2020-05-05 00:00","0.9998471894","57022.4956445163","109114548.0176952034",
"2020-05-04 00:00","1.0150313629","193470.0225454635","111525126.2839505225",
"2020-05-03 00:00","1.0066725077","67354.4813865736","99262515.3401508033",
"2020-05-02 00:00","1.0044115718","37952.5214512182","98746979.2178054750",
"2020-05-01 00:00","1.0197424277","78079.9501034541","101602614.4782459736",
"2020-04-30 00:00","1.0164849877","93066.1054468692","102403938.5668540448",
"2020-04-29 00:00","1.0115787609","49837.6271484742","98026749.5442946106",
"2020-04-28 00:00","1.0175285791","25327.1025265183","98111765.5284039676",
"2020-04-27 00:00","1.0100089820","65013.9037388161","96741866.2472212911",
"2020-04-26 00:00","1.0090107523","28723.4622772325","96268772.1410769224",
"2020-04-25 00:00","1.0217031505","49841.6344294562","96975699.5474017411",
"2020-04-24 00:00","1.0091054298","49237.0284469087","92575307.9918036461",
"2020-04-23 00:00","1.0188636078","82728.0200754524","90823397.1497579217",
"2020-04-22 00:00","1.0266495215","36628.8330170855","90596437.5017841458",
"2020-04-21 00:00","1.0293498348","52797.1587808461","89748142.6855009496",
"2020-04-20 00:00","1.0206538962","49464.3946130231","86504195.2726168036",
"2020-04-19 00:00","1.0181311253","38860.6577530070","82439317.6217443049",
"2020-04-18 00:00","1.0216530800","33171.3479980241","82846236.1058460623",
"2020-04-17 00:00","1.0186563119","68743.0041675305","82336140.7687497884",
"2020-04-16 00:00","1.0169159744","53365.1867057883","81233585.3000357598",
"2020-04-15 00:00","1.0158229699","50900.1888341000","81146273.5899965316",
"2020-04-14 00:00","1.0195817918","19237.0831816864","81195164.3739069253",
"2020-04-13 00:00","1.0221560795","36014.6326111347","81448595.5670189857",
"2020-04-12 00:00","1.0160437893","45277.2946376955","80915047.8325685859",
"2020-04-11 00:00","1.0183145693","61065.9632080111","81158234.6463896334",
"2020-04-10 00:00","1.0081769560","117358.4093311947","79548690.9530000389",
"2020-04-09 00:00","1.0283690658","47765.1915184616","81123372.5184244961",
"2020-04-08 00:00","1.0166967671","58029.3163848944","86061915.6768119633",
"2020-04-07 00:00","1.0102534067","59904.6287818598","87315479.7251582146",
"2020-04-06 00:00","1.0095316623","45889.8501728713","87315180.2369956076",
"2020-04-05 00:00","1.0118532719","55557.2303821220","86970629.8753428161",
"2020-04-04 00:00","1.0155141603","29651.9576970497","87145538.0571733415",
"2020-04-03 00:00","1.0141034669","61229.4446590567","83949302.8684429228",
"2020-04-02 00:00","1.0233714684","35216.2950476073","84629592.7338333130",
"2020-04-01 00:00","1.0216414106","23599.5813560288","83766835.7321664989",
"2020-03-31 00:00","1.0233304317","43855.1296720107","82680434.6219652295",
"2020-03-30 00:00","1.0254233391","62360.8752241516","83726713.8810274154",
"2020-03-29 00:00","1.0163472670","54118.3413781213","82101085.1553823054",
"2020-03-28 00:00","1.0167197861","58728.0573097758","82752600.7453031093",
"2020-03-27 00:00","1.0226902970","75314.6078112395","81640254.3975311816",
"2020-03-26 00:00","1.0257471556","49037.4753388016","82680760.9806405753",
"2020-03-25 00:00","1.0206443778","75555.2614577001","82881138.8713225722",
"2020-03-24 00:00","1.0254147464","85715.8132426100","81515261.5171759278",
"2020-03-23 00:00","1.0327769246","47052.4290114196","86004939.2640113533",
"2020-03-22 00:00","1.0379385663","49226.1864124855","86054911.1378111988",
"2020-03-21 00:00","1.0377407567","67459.1603093909","85165646.7905983329",
"2020-03-20 00:00","1.0370634024","188518.9092527663","83775138.7346548140",
"2020-03-19 00:00","1.0095207876","283751.0282151966","90996383.3988276124",
"2020-03-18 00:00","1.0193108353","162420.7261133740","91861771.4653503150",
"2020-03-17 00:00","1.0104288933","150305.7619816487","91590468.6347709447",
"2020-03-16 00:00","1.0473177501","181858.4613982969","100266674.0072676688",
"2020-03-15 00:00","1.0427355448","119239.0285418329","99736041.1644611061",
"2020-03-14 00:00","1.0060235320","142004.3599916204","99031082.7714297324",
"2020-03-13 00:00","0.9947079181","674612.4982094857","108847943.8841693401",
"2020-03-12 00:00","1.0362215062","371712.0719463296","121438090.3606606126",
"2020-03-11 00:00","1.0080612841","53438.2942239480","119629908.7560816258",
"2020-03-10 00:00","1.0016090745","183704.0057568723","119816393.4284195304",
"2020-03-09 00:00","0.9996662646","133041.8950898599","121202196.8370927721",
"2020-03-08 00:00","1.0778103732","147212.3843849786","130854848.6806883663",
"2020-03-07 00:00","1.0018726796","118054.2172514197","119992450.3226447552",
"2020-03-06 00:00","0.9949626394","254341.5118555511","116875727.9244963676",
"2020-03-05 00:00","1.0040959013","239203.6680822380","117877596.7150963694",
"2020-03-04 00:00","1.0013785949","813767.5220451818","117595607.6335561574",
"2020-03-03 00:00","1.0020875459","44045.6073463067","116942405.7887589186",
"2020-03-02 00:00","1.0031056455","112537.7638918039","119301945.3332603574",
"2020-03-01 00:00","0.9987790594","42058.7069989259","119195870.8642656952",
"2020-02-29 00:00","0.9987867570","72591.9680349208","119027546.9735795707",
"2020-02-28 00:00","1.0037778601","63128.7265946179","122671407.2316398919",
"2020-02-27 00:00","1.0028709375","76426.0335527530","122092043.6500735134",
"2020-02-26 00:00","0.9946772162","70410.0759556885","120702475.8207623065",
"2020-02-25 00:00","0.9981444649","199546.3728280718","120961890.6515410990",
"2020-02-24 00:00","0.9976720122","22826.3779189976","120620037.5428087413",
"2020-02-23 00:00","1.0989968495","59519.2297365028","131970103.8362264186",
"2020-02-22 00:00","1.2198045383","39058.2581173444","146600628.6448350549",
"2020-02-21 00:00","1.3365703676","121988.9843600757","160333026.7092385888",
"2020-02-20 00:00","1.2024892650","93963.8768424474","144884280.7994595468",
"2020-02-19 00:00","1.2060574758","137375.8483636028","151446530.5175119340",
